"SYMBOL","COMPANY NAME","SUBJECT","DETAILS","BROADCAST DATE/TIME","RECEIPT","DISSEMINATION","DIFFERENCE","ATTACHMENT"
"RBZJEWEL","RBZ Jewellers Limited","Trading Window","Rbz Jewellers Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 12:12:26","2025-12-30 12:12:26","30-Dec-2025 12:12:27","00:00:01","https://nsearchives.nseindia.com/corporate/RBZ_30122025121156_TradingWindow31122025signed.pdf"
"EXPLEOSOL","Expleo Solutions Limited","Trading Window","Expleo Solutions Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 12:11:05","2025-12-30 12:11:05","30-Dec-2025 12:11:06","00:00:01","https://nsearchives.nseindia.com/corporate/SQS_30122025121042_IntimationofClosureofTradingWindowQ3202526.pdf"
"GODFRYPHLP","Godfrey Phillips India Limited","General Updates","Godfrey Phillips India Limited has informed the Exchange about Intimation under Regulation 30.","30-Dec-2025 12:07:15","2025-12-30 12:07:15","30-Dec-2025 12:07:17","00:00:02","https://nsearchives.nseindia.com/corporate/PANKAJCHAWLA_30122025120659_IntimationunderReg30.pdf"
"FCL","Fineotex Chemical Limited","Trading Window","Fineotex Chemical Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 12:06:18","2025-12-30 12:06:18","30-Dec-2025 12:06:19","00:00:01","https://nsearchives.nseindia.com/corporate/FCL_30122025120611_ClosureofTradingWindow31122025.pdf"
"IMPAL","India Motor Parts and Accessories Limited","Trading Window","India Motor Parts and Accessories Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 12:05:51","2025-12-30 12:05:51","30-Dec-2025 12:05:53","00:00:02","https://nsearchives.nseindia.com/corporate/IMPAL_30122025120520_0_IMPALTRWDISCSD.pdf"
"BAJAJELEC","Bajaj Electricals Limited","General Updates","Bajaj Electricals Limited has informed the Exchange about Disclosure Under Regulation 30 Of Securities And Exchange Board Of India (Listing Obligations And Disclosures Requirements) Regulations, 2015, As Amended","30-Dec-2025 12:04:52","2025-12-30 12:04:52","30-Dec-2025 12:04:54","00:00:02","https://nsearchives.nseindia.com/corporate/BAJAJELEC_30122025120431_SignedSEIntimationGSTAppealOrder29122025.pdf"
"VISAKAIND","Visaka Industries Limited","General Updates","Retirement of Senior Management Personnel","30-Dec-2025 12:04:38","2025-12-30 12:04:38","30-Dec-2025 12:04:39","00:00:01","https://nsearchives.nseindia.com/corporate/VISAKAIND_30122025120425_Intimation_of_Retirement_Signed.pdf"
"BILVYAPAR","BIL VYAPAR LIMITED","Trading Window","BIL VYAPAR LIMITED has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 12:03:06","2025-12-30 12:03:06","30-Dec-2025 12:03:07","00:00:01","https://nsearchives.nseindia.com/corporate/BINANIIND_30122025120257_Trading_window_closure_intimation_compressed__1_.pdf"
"LOKESHMACH","Lokesh Machines Limited","Copy of Newspaper Publication","Lokesh Machines Limited has informed the Exchange about Copy of Newspaper Publication","30-Dec-2025 12:01:58","2025-12-30 12:01:58","30-Dec-2025 12:01:59","00:00:01","https://nsearchives.nseindia.com/corporate/LOKESHMACH_30122025120145_IntimationSE.pdf"
"RKFORGE","Ramkrishna Forgings Limited","Trading Window","Ramkrishna Forgings Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 12:01:53","2025-12-30 12:01:53","30-Dec-2025 12:01:55","00:00:02","https://nsearchives.nseindia.com/corporate/RKFORGE_30122025120132_TradingWindowClosure.pdf"
"FOODSIN","Foods & Inns Limited","Trading Window","Foods & Inns Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 12:01:21","2025-12-30 12:01:21","30-Dec-2025 12:01:22","00:00:01","https://nsearchives.nseindia.com/corporate/FOODSIN_30122025120114_Closure_of_Trading_window_30-12-2025.pdf"
"BBTCL","B&B Triplewall Containers Limited","Trading Window","B&B Triplewall Containers Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 12:01:13","2025-12-30 12:01:13","30-Dec-2025 12:01:14","00:00:01","https://nsearchives.nseindia.com/corporate/BBTCL_30122025120053_Trading_window_closure.pdf"
"EVERESTIND","Everest Industries Limited","General Updates","This intimation is with reference to our intimation dated May 30, 2025 regarding the receipt of Show Cause Notice from the Office of Deputy Commissioner of State Goods and Service Tax, Jabalpur Division, Madhya Pradesh. We wish to inform you that the Company had replied to the said SCN and after hearing the case, the Company has received an order from Deputy Commissioner of State Tax, Jabalpur on December 29, 2025 at 2:51 p.m. (IST). Pursuant to the said order, the erstwhile demand of Rs. 8,26,59,694/- (Tax demand - Rs. 2,58,31,923/-, Interest - Rs. 3,09,95,848/- & Penalty - Rs. 2,58,31,923/-) has been reduced by Rs. 8,26,07,908/- (Tax demand   Rs. 2,58,31,923/-, Interest   Rs. 3,09,94,062/- & Penalty   Rs. 2,57,81,923/-). Hence, there is no tax demand and the Interest of Rs. 1,786/- and Penalty of Rs. 50,000/- as per the order will be paid by the Company.","30-Dec-2025 12:00:02","2025-12-30 12:00:02","30-Dec-2025 12:00:04","00:00:02","https://nsearchives.nseindia.com/corporate/EVERESTINDUSTRIES_30122025115932_IntimationGSTOrder30122025201819.pdf"
"BANKA","Banka BioLoo Limited","ESOP/ESOS/ESPS","Banka BioLoo Limited has informed the Exchange regarding Grant of 21000  Options.","30-Dec-2025 11:56:53","2025-12-30 11:56:53","30-Dec-2025 11:56:53","00:00:00","https://nsearchives.nseindia.com/corporate/BANKA_30122025115632_ESOPGrantdisclosure.pdf"
"ENDURANCE","Endurance Technologies Limited","General Updates","Endurance Technologies Limited has informed the Exchange regarding an Order dated 29th December, 2025 passed by Deputy Commissioner, Rudrapur   I, Uttarakhand.","30-Dec-2025 11:51:48","2025-12-30 11:51:48","30-Dec-2025 11:51:49","00:00:01","https://nsearchives.nseindia.com/corporate/ENDURANCE_30122025115013_GSTorder.pdf"
"VISHNU","Vishnu Chemicals Limited","Copy of Newspaper Publication","Vishnu Chemicals Limited has informed the Exchange about Copy of Newspaper Publication regarding the Special Window for Re-lodgement of Transfer Requests of Physical Shares","30-Dec-2025 11:50:44","2025-12-30 11:50:44","30-Dec-2025 11:50:45","00:00:01","https://nsearchives.nseindia.com/corporate/VISHNU_30122025115034_VCL_Intimation_Newspaper_Relodgement_Signed.pdf"
"MAANALU","Maan Aluminium Limited","Trading Window","Maan Aluminium Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 11:50:22","2025-12-30 11:50:22","30-Dec-2025 11:50:24","00:00:02","https://nsearchives.nseindia.com/corporate/MAANALU_30122025115012_Letter.pdf"
"MAPMYINDIA","C.E. Info Systems Limited","Press Release","C.E. Info Systems Limited has informed the Exchange regarding a press release dated December 30, 2025, titled ""press release issued by C.E. Info Systems Limited (MapmyIndia), informing about the expansion of capabilities of the Mappls App with multimodal public transport (metro, rail & bus) route."".","30-Dec-2025 11:49:27","2025-12-30 11:49:27","30-Dec-2025 11:49:28","00:00:01","https://nsearchives.nseindia.com/corporate/MAPMYINDIA_30122025114920_MMI_PR_30_Dec_2025.pdf"
"TATAPOWER","Tata Power Company Limited","Press Release","Tata Power Company Limited has informed the Exchange regarding a press release dated December 30, 2025, titled ""Tata Power Renewable Energy Limited Demonstrates EPC Execution Excellence with Delivery of Largest 1 GW DCR-Compliant Solar Project for SJVN; Project to supply clean power across Rajasthan, Jammu & Kashmir and Uttarakhand .","30-Dec-2025 11:48:33","2025-12-30 11:48:33","30-Dec-2025 11:48:34","00:00:01","https://nsearchives.nseindia.com/corporate/VPTPCL_30122025114816_PR_DEC_30.pdf"
"BRITANNIA","Britannia Industries Limited","Action(s) taken or orders passed","Pursuant to Regulation 30 read with Clause 20 of Para A of Part A of Schedule III of the SEBI Listing Regulations, 2015, this is to inform you that the Company has received an Order from the Office of the Deputy Commissioner of Commercial Taxes, Large Taxpayers Unit-1, Bengaluru","30-Dec-2025 11:47:15","2025-12-30 11:47:15","30-Dec-2025 11:47:16","00:00:01","https://nsearchives.nseindia.com/corporate/BRITANNIA1_30122025114625_Intimation_signed.pdf"
"SILINV","SIL Investments Limited","Trading Window","SIL Investments Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 11:45:24","2025-12-30 11:45:24","30-Dec-2025 11:45:26","00:00:02","https://nsearchives.nseindia.com/corporate/SILINV_30122025114444_SIL-Closure_of_Trading_Window_Signed.pdf"
"NECLIFE","Nectar Lifesciences Limited","Copy of Newspaper Publication","Nectar Lifesciences Limited has informed the Exchange about Copy of Newspaper Publication pertaining to dispatch of Letter of Offer","30-Dec-2025 11:45:04","2025-12-30 11:45:04","30-Dec-2025 11:45:05","00:00:01","https://nsearchives.nseindia.com/corporate/NECLIFE_30122025114416_NECLIFE_Newspaper_publication_LOF_251230_Signed.pdf"
"CREST","Crest Ventures Limited","Copy of Newspaper Publication","Crest Ventures Limited has informed the Exchange about Copy of Newspaper Publication of Postal Ballot Notice","30-Dec-2025 11:44:28","2025-12-30 11:44:28","30-Dec-2025 11:44:29","00:00:01","https://nsearchives.nseindia.com/corporate/CREST_30122025114341_SE_Intimation.pdf"
"FINKURVE","Finkurve Financial Services Limited","Outcome of Board Meeting","Finkurve Financial Services Limited has informed the Exchange regarding Outcome of Board Meeting held on December 30, 2025.","30-Dec-2025 11:44:21","2025-12-30 11:44:21","30-Dec-2025 11:44:22","00:00:01","https://nsearchives.nseindia.com/corporate/FINKURVE_30122025114406_outcome.pdf"
"SUTLEJTEX","Sutlej Textiles and Industries Limited","Trading Window","Sutlej Textiles and Industries Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 11:43:31","2025-12-30 11:43:31","30-Dec-2025 11:43:32","00:00:01","https://nsearchives.nseindia.com/corporate/SUTLEJTEX_30122025113854_STIL-Trading_window-Q3-2025-26.pdf"
"KALPATARU","Kalpataru Limited","General Updates","Kalpataru Limited has informed the Exchange about receipt of an Order passed by the Joint Commissioner, Office of the Commissioner of CGST, Mumbai","30-Dec-2025 11:43:10","2025-12-30 11:43:10","30-Dec-2025 11:43:11","00:00:01","https://nsearchives.nseindia.com/corporate/9820411288_30122025114246_Reg_30_Disclosure_GST_Demand_Order_to_Kalpataru_Limited.pdf"
"TVSHLTD","TVS Holdings Limited","Trading Window","TVS Holdings Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 11:43:04","2025-12-30 11:43:04","30-Dec-2025 11:43:04","00:00:00","https://nsearchives.nseindia.com/corporate/SUNCLAYLTD_30122025114248_TVSHBSENSEINTIMATIONSGD.pdf"
"KROSS","Kross Limited","Trading Window","Kross Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 11:41:38","2025-12-30 11:41:38","30-Dec-2025 11:41:39","00:00:01","https://nsearchives.nseindia.com/corporate/8910457293_30122025114059_Closureoftradingwindow_31122025.pdf"
"PSB","Punjab & Sind Bank","Shareholders meeting","Punjab & Sind Bank has informed the Exchange regarding Notice of Extraordinary General Meeting to be held on January 21, 2026","30-Dec-2025 11:37:42","2025-12-30 11:37:42","30-Dec-2025 11:37:43","00:00:01","https://nsearchives.nseindia.com/corporate/PSB_30122025113620_bsense30122025.pdf"
"EASEMYTRIP","Easy Trip Planners Limited","Trading Window","Easy Trip Planners Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 11:31:12","2025-12-30 11:31:12","30-Dec-2025 11:31:14","00:00:02","https://nsearchives.nseindia.com/corporate/EASEMYTRIP_30122025113053_closure_dec.pdf"
"TRIDENT","Trident Limited","Copy of Newspaper Publication","Trident Limited has informed the Exchange about Copy of Newspaper Publication","30-Dec-2025 11:31:08","2025-12-30 11:31:08","30-Dec-2025 11:31:09","00:00:01","https://nsearchives.nseindia.com/corporate/TRIDENT_30122025113002_STX_Newspaper_Publication.pdf"
"BIRLANU","BirlaNu Limited","Trading Window","BirlaNu Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 11:28:38","2025-12-30 11:28:38","30-Dec-2025 11:28:39","00:00:01","https://nsearchives.nseindia.com/corporate/HIL_30122025112750_SEIntimationtradingwindowclosure31122025signed.pdf"
"UTLSOLAR","Fujiyama Power Systems Limited","Trading Window","Fujiyama Power Systems Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 11:27:42","2025-12-30 11:27:42","30-Dec-2025 11:27:44","00:00:02","https://nsearchives.nseindia.com/corporate/UTLSOLAR2024_30122025110837_NSE__BSE_Intimation_-_Trading_Window_Closure__December_30_2025.pdf"
"WAAREERTL","Waaree Renewable Technologies Limited","Bagging/Receiving of orders/contracts","Waaree Renewable Technologies Limited has informed the Exchange about Bagging/Receiving of orders/contracts","30-Dec-2025 11:25:29","2025-12-30 11:25:29","30-Dec-2025 11:25:30","00:00:01","https://nsearchives.nseindia.com/corporate/WAAREERTL_30122025112518_Intimation-signed.pdf"
"SHYAMMETL","Shyam Metalics and Energy Limited","Commencement of commercial production/operations","we are pleased to inform you that Ramsarup Industries Limited (RIL), step-down subsidiary of the Company has commissioned its Modern Blast Furnace along with Linear Sinter Plant and started its commercial production from today on 30th December 2025.","30-Dec-2025 11:24:40","2025-12-30 11:24:40","30-Dec-2025 11:24:42","00:00:02","https://nsearchives.nseindia.com/corporate/SHYAMMETL_30122025112432_DisclosureunderRegulation_30.pdf"
"AUROPHARMA","Aurobindo Pharma Limited","Acquisition","Aurobindo Pharma Limited has informed the Exchange about update on acquisition of 26% stake in  Swarnaakshu Solar Power Private Limited","30-Dec-2025 11:23:56","2025-12-30 11:23:56","30-Dec-2025 11:23:57","00:00:01","https://nsearchives.nseindia.com/corporate/AUROPHARMA_30122025112331_LtrToSEsSwarnaaskshu30122025.pdf"
"CEATLTD","CEAT Limited","General Updates","CEAT Limited has informed the Exchange about Outcome of Finance and Banking Committee meeting held on December 30, 2025","30-Dec-2025 11:23:37","2025-12-30 11:23:37","30-Dec-2025 11:23:38","00:00:01","https://nsearchives.nseindia.com/corporate/CEATLTD_30122025112215_OutcomeofFBC30122025pmFinalGTVersionsigned.pdf"
"IOB","Indian Overseas Bank","Trading Window","Indian Overseas Bank has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 11:21:20","2025-12-30 11:21:20","30-Dec-2025 11:21:21","00:00:01","https://nsearchives.nseindia.com/corporate/IOB_30122025112046_BSE_NSE.pdf"
"SAKHTISUG","Sakthi Sugars Limited","Agreements","Sakthi Sugars Limited has informed the Exchange about Agreements","30-Dec-2025 11:21:03","2025-12-30 11:21:03","30-Dec-2025 11:21:04","00:00:01","https://nsearchives.nseindia.com/corporate/SAKHTISUG_30122025112049_Reg_30_Agreement.pdf"
"HPAL","HP Adhesives Limited","Trading Window","HP Adhesives Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 11:16:30","2025-12-30 11:16:30","30-Dec-2025 11:16:31","00:00:01","https://nsearchives.nseindia.com/corporate/HPAL_30122025111613_Intimation_of_Trading_Window_Closure_-_December_2025.pdf"
"BSE","BSE Limited","Trading Window","BSE Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 11:14:40","2025-12-30 11:14:40","30-Dec-2025 11:14:41","00:00:01","https://nsearchives.nseindia.com/corporate/BSE1_30122025111422_NSEintimation.pdf"
"RNBDENIMS","R&B Denims Limited","Trading Window","R&B Denims Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 11:13:03","2025-12-30 11:13:03","30-Dec-2025 11:13:04","00:00:01","https://nsearchives.nseindia.com/corporate/RBDENIMS_30122025111249_Closure_of_Trading_window.pdf"
"BSE","BSE Limited","General Updates","BSE Limited has informed the Exchange about ESG Rating","30-Dec-2025 11:11:41","2025-12-30 11:11:41","30-Dec-2025 11:11:43","00:00:02","https://nsearchives.nseindia.com/corporate/BSE1_30122025111117_NSEintimationFinal.pdf"
"NBCC","NBCC (India) Limited","Updates","NBCC (India) Limited has informed the Exchange regarding 'NBCC Successfully concludes E-auction of residential units at Aspire leisure valley, (2 towers: Tower No 7 & 8) at Gr. Noida (W), UP and Aspire Silicon City, Ph-IV (Tower No.05) at Sec-76, Noida, UP; Sub-Package-4.'.","30-Dec-2025 11:11:40","2025-12-30 11:11:40","30-Dec-2025 11:11:40","00:00:00","https://nsearchives.nseindia.com/corporate/NBCC_30122025110853_EauctionofresidentialunitsatAspireleisurevalleysold417units.pdf"
"CEATLTD","CEAT Limited","Outcome of Board Meeting","CEAT Limited has informed the Exchange regarding  Board meeting held on December 30, 2025.","30-Dec-2025 11:11:36","2025-12-30 11:11:36","30-Dec-2025 11:11:36","00:00:00","https://nsearchives.nseindia.com/corporate/CEATLTD_30122025111101_OutcomeofFBC30122025pmFinalGTVersionsigned.pdf"
"INDOBORAX","Indo Borax & Chemicals Limited","Trading Window","Indo Borax & Chemicals Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 11:11:05","2025-12-30 11:11:05","30-Dec-2025 11:11:06","00:00:01","https://nsearchives.nseindia.com/corporate/INDOBORAX_30122025111043_TWC_ho.pdf"
"CEATLTD","CEAT Limited","Outcome of Board Meeting","CEAT Limited has informed the Exchange regarding Outcome of Board Meeting held on December 30, 2025.","30-Dec-2025 11:09:20","2025-12-30 11:09:20","30-Dec-2025 11:09:21","00:00:01","https://nsearchives.nseindia.com/corporate/CEATLTD_30122025110630_OutcomeofFBC30122025pmFinalGTVersionsigned.pdf"
"ABB","ABB India Limited","General Updates","ABB India Limited has informed the Exchange about General Updates","30-Dec-2025 11:09:03","2025-12-30 11:09:03","30-Dec-2025 11:09:04","00:00:01","https://nsearchives.nseindia.com/corporate/ABB_30122025110848_IntimationunderReg30_December302025.pdf"
"UDS","Updater Services Limited","General Updates","Updater Services Limited has informed the Exchange about Intimation Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations - 2015","30-Dec-2025 11:05:38","2025-12-30 11:05:38","30-Dec-2025 11:05:39","00:00:01","https://nsearchives.nseindia.com/corporate/COMPLIANCEOFFICERUDS_30122025110528_Fusion-Tamil_Nadu_Order_Intimation_Sd.pdf"
"RPEL","Raghav Productivity Enhancers Limited","Trading Window","Raghav Productivity Enhancers Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 11:05:20","2025-12-30 11:05:20","30-Dec-2025 11:05:21","00:00:01","https://nsearchives.nseindia.com/corporate/RPEL2009_30122025110450_Intimation_of_Trading_Window_closed.pdf"
"PARADEEP","Paradeep Phosphates Limited","Trading Window","Paradeep Phosphates Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 11:01:55","2025-12-30 11:01:55","30-Dec-2025 11:01:56","00:00:01","https://nsearchives.nseindia.com/corporate/PPLTD_30122025110027_windowclosure31122025pdf.pdf"
"EDELWEISS","Edelweiss Financial Services Limited","Trading Window","Edelweiss Financial Services Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 10:52:32","2025-12-30 10:52:32","30-Dec-2025 10:52:33","00:00:01","https://nsearchives.nseindia.com/corporate/EDELWEISS_30122025105206_EFSLTradingWindow.pdf"
"NTPC","NTPC Limited","General Updates","NTPC Limited has informed the Exchange about  declaration of COD of ninth part capacity of 13.98 MW out of 1255 MW Khavda-I Solar PV Project of NTPC Renewable Energy Limited","30-Dec-2025 10:46:26","2025-12-30 10:46:26","30-Dec-2025 10:46:27","00:00:01","https://nsearchives.nseindia.com/corporate/ishkumar_30122025104309_Disclosure14MWKhavda30122025.pdf"
"KSOILS","K S Oils Limited","Trading Window","K S Oils Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 10:46:20","2025-12-30 10:46:20","30-Dec-2025 10:46:22","00:00:02","https://nsearchives.nseindia.com/corporate/KSOILS_30122025104601_Closure_of_Trading_Window.pdf"
"KPEL","K.P. Energy Limited","Trading Window","K.P. Energy Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 10:46:00","2025-12-30 10:46:00","30-Dec-2025 10:46:01","00:00:01","https://nsearchives.nseindia.com/corporate/KPENERGY_30122025104533_31_TWC_for_Q3FY26_results_Signed.pdf"
"BEARDSELL","Beardsell Limited","Trading Window","Beardsell Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 10:43:42","2025-12-30 10:43:42","30-Dec-2025 10:43:43","00:00:01","https://nsearchives.nseindia.com/corporate/BEARDSELL_30122025104326_TradingWindowClosureDec2025.pdf"
"SUNCLAY","Sundaram Clayton Limited","Trading Window","Sundaram Clayton Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 10:38:43","2025-12-30 10:38:43","30-Dec-2025 10:38:44","00:00:01","https://nsearchives.nseindia.com/corporate/SUNDARAMCLAYTON_30122025103732_SEintimation_SD.pdf"
"MONARCH","Monarch Networth Capital Limited","Trading Window","Monarch Networth Capital Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 10:37:47","2025-12-30 10:37:47","30-Dec-2025 10:37:47","00:00:00","https://nsearchives.nseindia.com/corporate/MONARCH_30122025103717_Intimation.pdf"
"CNL","Creative Newtech Limited","Trading Window","Creative Newtech Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 10:37:13","2025-12-30 10:37:13","30-Dec-2025 10:37:14","00:00:01","https://nsearchives.nseindia.com/corporate/CREATIVE_30122025103704_TradingWindowClosure31122025.pdf"
"INDIANHUME","Indian Hume Pipe Company Limited","Trading Window","Indian Hume Pipe Company Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 10:25:32","2025-12-30 10:25:32","30-Dec-2025 10:25:33","00:00:01","https://nsearchives.nseindia.com/corporate/SHARES_30122025102459_IHPCLOSUREOFTRADINGWINDOW29122025.pdf"
"MASFIN","MAS Financial Services Limited","Allotment of Securities","MAS Financial Services Limited has informed the Exchange regarding allotment of 10000 securities pursuant to Non Convertible Securities at its meeting held on December 30, 2025","30-Dec-2025 10:22:36","2025-12-30 10:22:36","30-Dec-2025 10:22:37","00:00:01","https://nsearchives.nseindia.com/corporate/MASFIN_30122025102217_Outcome_of_NCD_allotment.pdf"
"MASTEK","Mastek Limited","Press Release","Mastek Limited has informed the Exchange regarding a press release dated December 30, 2025, titled ""Press Release titled  Mastek Strengthens its Board with the Appointment of Google Tech Leader Marc Berson , which is being issued by Mastek Inc, a step-down subsidiary of the Company in the United States"".","30-Dec-2025 10:10:51","2025-12-30 10:10:51","30-Dec-2025 10:10:52","00:00:01","https://nsearchives.nseindia.com/corporate/MASTEK12_30122025100942_Press_Release_106.pdf"
"GRINFRA","G R Infraprojects Limited","General Updates","G R Infraprojects Limited has informed the Exchange about Intimation of execution of Share Purchase Agreement.","30-Dec-2025 10:09:47","2025-12-30 10:09:47","30-Dec-2025 10:09:48","00:00:01","https://nsearchives.nseindia.com/corporate/GRINFRA_30122025100618_Intimation_SPA_of_GBAHPL.pdf"
"PRECAM","Precision Camshafts Limited","Spurt in Volume","Significant increase in volume has been observed in Precision Camshafts Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. Precision Camshafts Limited has submitted their response.","30-Dec-2025 09:56:31","2025-12-30 09:56:31","30-Dec-2025 09:56:32","00:00:01","https://nsearchives.nseindia.com/corporate/PRECAMS_30122025095600_Covering_letter_-_Signed.pdf"
"KAPSTON","Kapston Services Limited","Trading Window","Kapston Services Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 09:18:59","2025-12-30 09:18:59","30-Dec-2025 09:19:00","00:00:01","https://nsearchives.nseindia.com/corporate/KAPSTON_30122025091846_closureoftradingwindow.pdf"
"HESTERBIO","Hester Biosciences Limited","Trading Window","Hester Biosciences Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 09:14:03","2025-12-30 09:14:03","30-Dec-2025 09:14:04","00:00:01","https://nsearchives.nseindia.com/corporate/HESTERBIO_30122025091357_20251231ClosureofTradingWindow.pdf"
"VASWANI","Vaswani Industries Limited","Trading Window","Vaswani Industries Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 09:08:45","2025-12-30 09:08:45","30-Dec-2025 09:08:47","00:00:02","https://nsearchives.nseindia.com/corporate/VASWANI_30122025090834_VIL_trading_window.pdf"
"ASMS","Bartronics India Limited","Press Release","Bartronics India Limited has informed the Exchange regarding a press release dated December 30, 2025, titled "" Bartronics India signs long-term SLA to scale Maharashtra Gramin Bank s rural banking network. "".","30-Dec-2025 08:59:11","2025-12-30 08:59:11","30-Dec-2025 08:59:11","00:00:00","https://nsearchives.nseindia.com/corporate/BARTRONICS1_30122025085901_cover_letter.pdf"
"OLAELEC","Ola Electric Mobility Limited","Press Release","Ola Electric Mobility Limited has informed the Exchange regarding a press release dated December 30, 2025, titled ""Ola Electric Receives Government Certification for Its 4680 Bharat Cell Powered Roadster X+ Motorcycle"".","30-Dec-2025 08:48:32","2025-12-30 08:48:32","30-Dec-2025 08:48:33","00:00:01","https://nsearchives.nseindia.com/corporate/OLAELECTRIC_30122025084721_Stock_Exchange_Intimation_Press_release_OEM.pdf"
"TREJHARA","TREJHARA SOLUTIONS LIMITED","Shareholders meeting","TREJHARA SOLUTIONS LIMITED has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on December 29, 2025","30-Dec-2025 08:16:42","2025-12-30 08:16:42","30-Dec-2025 08:16:43","00:00:01","https://nsearchives.nseindia.com/corporate/TREJHARA2017_30122025081603_TSL_AGM_Voting_Results_FY2025.pdf"
"NAGAFERT","Nagarjuna Fertilizers and Chemicals Limited","Disclosure of material issue","Nagarjuna Fertilizers and Chemicals Limited has informed that Mr. Kakarlapudi Vijaya Gopala Raju, Executive Director   Operations, shall be in charge of the Operations witheffect from January 01, 2026.","30-Dec-2025 08:00:01","2025-12-30 08:00:01","30-Dec-2025 08:00:02","00:00:01","https://nsearchives.nseindia.com/corporate/NAGAFERT_30122025075941_Disclosure.pdf"
