"SYMBOL","COMPANY NAME","SUBJECT","DETAILS","BROADCAST DATE/TIME","RECEIPT","DISSEMINATION","DIFFERENCE","ATTACHMENT"
"GMMPFAUDLR","GMM Pfaudler Limited","Trading Window","GMM Pfaudler Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 16:02:35","2025-12-30 16:02:35","30-Dec-2025 16:02:36","00:00:01","https://nsearchives.nseindia.com/corporate/GMMPFAUDLR_30122025160220_Windowclosure31122025.pdf"
"ETHOSLTD","Ethos Limited","Trading Window","Ethos Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 16:01:59","2025-12-30 16:01:59","30-Dec-2025 16:02:00","00:00:01","https://nsearchives.nseindia.com/corporate/ETHOS_30122025160149_Closure_of_Trading_Window.pdf"
"SFL","Sheela Foam Limited","Shareholders meeting","Sheela Foam Limited has informed the Exchange regarding Notice of Postal Ballot","30-Dec-2025 16:01:15","2025-12-30 16:01:15","30-Dec-2025 16:01:15","00:00:00","https://nsearchives.nseindia.com/corporate/SFL_30122025160106_Intimation_to_SE_regarding_Postal_Ballot_notice_Final.pdf"
"AWHCL","Antony Waste Handling Cell Limited","Incorporation","Antony Waste Handling Cell Limited has informed the Exchange about Incorporation of SPV Company.","30-Dec-2025 15:56:31","2025-12-30 15:56:31","30-Dec-2025 15:56:32","00:00:01","https://nsearchives.nseindia.com/corporate/AWHCLP_30122025155556_AWHCLIncorporationofSPV.pdf"
"PACEDIGITK","Pace Digitek Limited","Trading Window","Pace Digitek Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 15:56:17","2025-12-30 15:56:17","30-Dec-2025 15:56:19","00:00:02","https://nsearchives.nseindia.com/corporate/PACE_30122025155604_ClosureofTradingWindowPDF.pdf"
"ANGELONE","Angel One Limited","ESOP/ESOS/ESPS","Angel One Limited has informed the Exchange regarding Allotment of 16140  Shares.","30-Dec-2025 15:55:54","2025-12-30 15:55:54","30-Dec-2025 15:55:56","00:00:02","https://nsearchives.nseindia.com/corporate/ANGEL8896_30122025155508_December302025intimationofallotment.pdf"
"MODIS","Modis Navnirman Limited","Trading Window","Modis Navnirman Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 15:55:45","2025-12-30 15:55:45","30-Dec-2025 15:55:46","00:00:01","https://nsearchives.nseindia.com/corporate/MODIS_30122025155456_Trading_window_Closer_Intimation-output.pdf"
"VCL","Vaxtex Cotfab Limited","Resignation","Vaxtex Cotfab Limited has informed the Exchange regarding Resignation of Mr Harsh Kothari and Ravi modi  as Non- Executive Independent Director of the company w.e.f. December 29, 2025.","30-Dec-2025 15:54:49","2025-12-30 15:54:49","30-Dec-2025 15:54:50","00:00:01","https://nsearchives.nseindia.com/corporate/VCL_30122025155401_IntimationunderReg30VCLsigned.pdf"
"BOSCHLTD","Bosch Limited","Copy of Newspaper Publication","Bosch Limited has informed the Exchange about Copy of Newspaper Publication","30-Dec-2025 15:54:23","2025-12-30 15:54:23","30-Dec-2025 15:54:24","00:00:01","https://nsearchives.nseindia.com/corporate/BOSCHLTD1_30122025155335_lettertosedated30dec2025sig.pdf"
"SOBHA","Sobha Limited","Credit Rating- Revision","Sobha Limited has informed the Exchange about Credit Rating- Revision","30-Dec-2025 15:52:57","2025-12-30 15:52:57","30-Dec-2025 15:52:58","00:00:01","https://nsearchives.nseindia.com/corporate/SOBHA_30122025155237_Credit_rating_-_ICRA.pdf"
"HMAAGRO","HMA Agro Industries Limited","General Updates","Hma Agro Industries Limited has informed the Exchange about General Updates","30-Dec-2025 15:52:28","2025-12-30 15:52:28","30-Dec-2025 15:52:29","00:00:01","https://nsearchives.nseindia.com/corporate/HMA_30122025155219_CoverLetterofReConstitutionCommittee.pdf"
"PVP","PVP Ventures Limited","Trading Window","PVP Ventures Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 15:51:08","2025-12-30 15:51:08","30-Dec-2025 15:51:08","00:00:00","https://nsearchives.nseindia.com/corporate/Pvpchennai_30122025155058_Intimation_of_Closure_of_Trading_Window_311225-_PVPVL.pdf"
"ASHAPURMIN","Ashapura Minechem Limited","Trading Window","Ashapura Minechem Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 15:50:43","2025-12-30 15:50:43","30-Dec-2025 15:50:44","00:00:01","https://nsearchives.nseindia.com/corporate/ASHAPURMIN_30122025154655_Intimation_of_Closure_of_Trading_Window.pdf"
"UYFINCORP","U. Y. Fincorp Limited","Trading Window","U. Y. Fincorp Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 15:50:08","2025-12-30 15:50:08","30-Dec-2025 15:50:09","00:00:01","https://nsearchives.nseindia.com/corporate/UYFINCORP_30122025154957_UYFL_Closure_of_Trading_Window.PDF"
"MARINE","Marine Electricals (India) Limited","Trading Window","Marine Electricals (India) Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 15:49:37","2025-12-30 15:49:37","30-Dec-2025 15:49:38","00:00:01","https://nsearchives.nseindia.com/corporate/MARINE_30122025154440_Signed_Trading_Window_Closure_for_quarter_ended_December_2025.pdf"
"SHREECEM","SHREE CEMENT LIMITED","General Updates","SHREE CEMENT LIMITED has informed the Exchange about receipt of GST demand order from the Assistant Commissioner, Central Excise, Gulbarga Division, Karnataka","30-Dec-2025 15:49:33","2025-12-30 15:49:33","30-Dec-2025 15:49:34","00:00:01","https://nsearchives.nseindia.com/corporate/SHREECEM_30122025154900_NSE_BSE_Demand_order_301225.pdf"
"VEDL","Vedanta Limited","Action(s) taken or orders passed","Vedanta Limited has informed the Exchange about Action(s) taken or orders passed","30-Dec-2025 15:47:23","2025-12-30 15:47:23","30-Dec-2025 15:47:24","00:00:01","https://nsearchives.nseindia.com/corporate/VEDL_30122025154613_VEDLSE_IntimationAluminiumGSTOrder29December2025finalSigned.pdf"
"GOPAL","Gopal Snacks Limited","Trading Window","Gopal Snacks Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 15:46:56","2025-12-30 15:46:56","30-Dec-2025 15:46:58","00:00:02","https://nsearchives.nseindia.com/corporate/GOPALSNACKS_30122025154640_TWC.pdf"
"SRF","SRF Limited","Action(s) taken or orders passed","SRF Limited has informed the Exchange about Action(s) taken or orders passed","30-Dec-2025 15:44:20","2025-12-30 15:44:20","30-Dec-2025 15:44:21","00:00:01","https://nsearchives.nseindia.com/corporate/ekta_maheshwari_30122025154310_Intimation30122025.pdf"
"NATIONALUM","National Aluminium Company Limited","Updates","National Aluminium Company Limited has informed the Exchange regarding 'Comments of Board on the fine levied by the Stock Exchanges.'.","30-Dec-2025 15:42:09","2025-12-30 15:42:09","30-Dec-2025 15:42:10","00:00:01","https://nsearchives.nseindia.com/corporate/bharatsahu_30122025154110_SELetterComments.pdf"
"OBEROIRLTY","Oberoi Realty Limited","Trading Window","Oberoi Realty Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 15:41:14","2025-12-30 15:41:14","30-Dec-2025 15:41:16","00:00:02","https://nsearchives.nseindia.com/corporate/OBEROIRLTY_30122025154002_Trading_Window_Closure_Dec_2025.pdf"
"FLEXITUFF","Flexituff Ventures International Limited","Trading Window","Flexituff Ventures International Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 15:41:08","2025-12-30 15:41:08","30-Dec-2025 15:41:09","00:00:01","https://nsearchives.nseindia.com/corporate/FLEXITUFF_30122025154049_Closure_of_trading_window_30-12-2025.pdf"
"SUPRIYA","Supriya Lifescience Limited","Credit Rating","Supriya Lifescience Limited has informed the Exchange about Credit Rating","30-Dec-2025 15:39:41","2025-12-30 15:39:41","30-Dec-2025 15:39:42","00:00:01","https://nsearchives.nseindia.com/corporate/SUPRIYA_30122025153827_IntimationofCreditRating301225.pdf"
"RTNPOWER","RattanIndia Power Limited","Trading Window","RattanIndia Power Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 15:39:34","2025-12-30 15:39:34","30-Dec-2025 15:39:35","00:00:01","https://nsearchives.nseindia.com/corporate/RTNPOWER_30122025153906_RPlTWC31122025.pdf"
"RBLBANK","RBL Bank Limited","Appointment","RBL Bank Limited has informed the Exchange regarding Appointment of Mr Deepak Ruiya as Chief Financial Officer of the company w.e.f. December 30, 2025.","30-Dec-2025 15:36:37","2025-12-30 15:36:37","30-Dec-2025 15:36:39","00:00:02","https://nsearchives.nseindia.com/corporate/RBLBANK_30122025153559_OutcomeofBMandOtherDisclosure30122025.pdf"
"NIRAJISPAT","Niraj Ispat Industries Limited","Trading Window","Niraj Ispat Industries Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 15:36:36","2025-12-30 15:36:36","30-Dec-2025 15:36:37","00:00:01","https://nsearchives.nseindia.com/corporate/NIRAJISPAT_30122025153613_Closure_of_Trading_Window.pdf"
"AMANTA","Amanta Healthcare Limited","Agreements","Amanta Healthcare Limited has informed the Exchange about Agreements","30-Dec-2025 15:36:17","2025-12-30 15:36:17","30-Dec-2025 15:36:18","00:00:01","https://nsearchives.nseindia.com/corporate/AMANTA_30122025153435_Intimation.pdf"
"STLTECH","Sterlite Technologies Limited","Trading Window","Sterlite Technologies Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 15:35:48","2025-12-30 15:35:48","30-Dec-2025 15:35:49","00:00:01","https://nsearchives.nseindia.com/corporate/STLTECH_30122025153517_SETradingwindowclosureIntimation_Signed.pdf"
"BOHRAIND","Bohra Industries Limited","Trading Window","Bohra Industries Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 15:35:04","2025-12-30 15:35:04","30-Dec-2025 15:35:05","00:00:01","https://nsearchives.nseindia.com/corporate/BOHRAINDUSTRIES_30122025153442_Intimation_trading_window_closure_signed.pdf"
"ITI","ITI Limited","Press Release","ITI Limited has informed the Exchange regarding a press release dated December 30, 2025, titled ""ITI Limited wins project in Himachal Pradesh."".","30-Dec-2025 15:34:45","2025-12-30 15:34:45","30-Dec-2025 15:34:46","00:00:01","https://nsearchives.nseindia.com/corporate/ITI_30122025153430_SE_Intimation_Press_Release_Signed.pdf"
"RBLBANK","RBL Bank Limited","Change in Management","RBL Bank Limited has informed the Exchange about change in Management","30-Dec-2025 15:33:31","2025-12-30 15:33:31","30-Dec-2025 15:33:31","00:00:00","https://nsearchives.nseindia.com/corporate/RBLBANK_30122025153312_OutcomeofBMandOtherDisclosure30122025.pdf"
"AVROIND","AVRO INDIA LIMITED","Trading Window","AVRO INDIA LIMITED has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 15:30:46","2025-12-30 15:30:46","30-Dec-2025 15:30:47","00:00:01","https://nsearchives.nseindia.com/corporate/AVONMPL_30122025153040_TradingWindow.pdf"
"RBLBANK","RBL Bank Limited","Change in Director(s)","RBL Bank Limited has informed the Exchange regarding Change in Director(s) of the company.","30-Dec-2025 15:30:23","2025-12-30 15:30:23","30-Dec-2025 15:30:24","00:00:01","https://nsearchives.nseindia.com/corporate/RBLBANK_30122025152957_OutcomeofBMandOtherDisclosure30122025.pdf"
"CROMPTON","Crompton Greaves Consumer Electricals Limited","Updates","Crompton Greaves Consumer Electricals Limited has informed the Exchange regarding 'Disclosure under Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015   Product Launch'.","30-Dec-2025 15:29:46","2025-12-30 15:29:46","30-Dec-2025 15:29:48","00:00:02","https://nsearchives.nseindia.com/corporate/Crompton123_30122025152937_IntimationofProductLaunch.pdf"
"TNPETRO","Tamilnadu PetroProducts Limited","Updates","Tamilnadu PetroProducts Limited has informed the Exchange regarding 'Transfer of shares under ""Speical Window for Re-lodgement of Transfer reqeust of physical shares'.","30-Dec-2025 15:28:46","2025-12-30 15:28:46","30-Dec-2025 15:28:47","00:00:01","https://nsearchives.nseindia.com/corporate/TPLSECTL_30122025152835_SDTransferofsharesunderspeicalwindowforrelodgement.pdf"
"NIVABUPA","Niva Bupa Health Insurance Company Limited","Updates","Niva Bupa Health Insurance Company Limited has informed the Exchange regarding allotment of 88,000 Equity shares under Niva Bupa Employee Stock Option Plan 2020.","30-Dec-2025 15:26:55","2025-12-30 15:26:55","30-Dec-2025 15:26:56","00:00:01","https://nsearchives.nseindia.com/corporate/MAXBUPA_30122025152556_Disclosure_Reg_30-_Intimation_shares_allotment_ESOP.pdf"
"ARVSMART","Arvind SmartSpaces Limited","Copy of Newspaper Publication","Arvind SmartSpaces Limited has informed the Exchange about Copy of Newspaper Publication","30-Dec-2025 15:26:31","2025-12-30 15:26:31","30-Dec-2025 15:26:32","00:00:01","https://nsearchives.nseindia.com/corporate/539301_30122025152624_NewspaperAdvertisementPostalBallot30122025.pdf"
"HMAAGRO","HMA Agro Industries Limited","Outcome of Board Meeting","Hma Agro Industries Limited has informed the Exchange regarding  Board meeting held on December 30, 2025.","30-Dec-2025 15:26:10","2025-12-30 15:26:10","30-Dec-2025 15:26:11","00:00:01","https://nsearchives.nseindia.com/corporate/HMA_30122025152601_OUTCOMEOFBM30122025.pdf"
"RBLBANK","RBL Bank Limited","Outcome of Board Meeting","RBL Bank Limited has informed the Exchange regarding  Board meeting held on December 30, 2025 and other disclosure.","30-Dec-2025 15:25:36","2025-12-30 15:25:36","30-Dec-2025 15:25:37","00:00:01","https://nsearchives.nseindia.com/corporate/RBLBANK_30122025152518_OutcomeofBMandOtherDisclosure30122025.pdf"
"NIVABUPA","Niva Bupa Health Insurance Company Limited","Trading Window","Niva Bupa Health Insurance Company Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 15:24:37","2025-12-30 15:24:37","30-Dec-2025 15:24:38","00:00:01","https://nsearchives.nseindia.com/corporate/MAXBUPA_30122025152409_Intimation_-_Trading_Window_Closure.pdf"
"SEQUENT","Sequent Scientific Limited","General Updates","Sequent Scientific Limited has informed the Exchange about Allotment  of ESOP","30-Dec-2025 15:22:50","2025-12-30 15:22:50","30-Dec-2025 15:22:52","00:00:02","https://nsearchives.nseindia.com/corporate/SEQUENT1_30122025152245_ESOP_SE_intimation_Dec_2025_2.pdf"
"INFY","Infosys Limited","General Updates","Infosys Limited has informed the Exchange about General Updates","30-Dec-2025 15:18:42","2025-12-30 15:18:42","30-Dec-2025 15:18:43","00:00:01","https://nsearchives.nseindia.com/corporate/Infosys_30122025151805_letter_December302025.pdf"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","Action(s) initiated or orders passed","JB Chemicals & Pharmaceuticals Limited has informed the Exchange about Receipt of Order","30-Dec-2025 15:18:28","2025-12-30 15:18:28","30-Dec-2025 15:18:29","00:00:01","https://nsearchives.nseindia.com/corporate/JBCHEPHARM_30122025151818_NSEStock_Exchange_Intimation_Order29122025.pdf"
"HYUNDAI","Hyundai Motor India Limited","Press Release","Hyundai Motor India Limited has informed the Exchange regarding a press release dated December 30, 2025, titled ""Press Release- Launch of Hyundai Prime Taxi Range"".","30-Dec-2025 15:14:53","2025-12-30 15:14:53","30-Dec-2025 15:14:54","00:00:01","https://nsearchives.nseindia.com/corporate/HMILNSE_30122025151431_Launch_of_Hyundai_Prime_Taxi_Range_Press_Release.pdf"
"DCXINDIA","DCX Systems Limited","Trading Window","Dcx Systems Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 15:13:49","2025-12-30 15:13:49","30-Dec-2025 15:13:50","00:00:01","https://nsearchives.nseindia.com/corporate/DCX_2022_30122025151333_Closureoftradingwindow.pdf"
"CIPLA","Cipla Limited","Change in Management","Cipla Limited has informed the Exchange about change in Management","30-Dec-2025 15:13:16","2025-12-30 15:13:16","30-Dec-2025 15:13:17","00:00:01","https://nsearchives.nseindia.com/corporate/CIPLA_30122025151301_signedrajumistry.pdf"
"RVNL","Rail Vikas Nigam Limited","Price movement","Significant movement in price has been observed in Rail Vikas Nigam Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. Rail Vikas Nigam Limited has submitted their response.","30-Dec-2025 15:12:01","2025-12-30 15:12:01","30-Dec-2025 15:12:02","00:00:01","https://nsearchives.nseindia.com/corporate/RVNL_30122025150604_nse_clarification_30122025.pdf"
"SECMARK","SecMark Consultancy Limited","Memorandum of Understanding/Agreements","Pursuant to Regulation 30 of SEBI (LODR) Regulations 2015, we wish to inform you that the Company has entered into following agreements: i. Software Purchase Agreement with Codifi Finserv Private Limited and Codifi Soft Tech Private Limited dated December 30, 2025 to purchase the ""trading web and mobile platform"" and trading middleware software and software application. ii. Consultancy agreement dated December 30, 2025 with Mr. Pradeep Kuppusamy and Mr. Raghu Ram Rajamani for the services with respect to further developing, maintaining and enhancing the software application purchase from Codifi Finserv Private Limited and Codifi Soft Tech Private Limited through Agreement. iii. Deed of Assignment of Trademark with Codifi Finserv Private Limited dated December 30, 2025 to assign and transfer the Company the trademark and goodwill of the trademark pertaining to software.","30-Dec-2025 15:11:23","2025-12-30 15:11:23","30-Dec-2025 15:11:24","00:00:01","https://nsearchives.nseindia.com/corporate/SECMARK_30122025151016_Secmark_Agreement_Reg_30.pdf"
"CCL","CCL Products (India) Limited","Trading Window","CCL Products (India) Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 15:10:55","2025-12-30 15:10:55","30-Dec-2025 15:10:56","00:00:01","https://nsearchives.nseindia.com/corporate/CCL_30122025151016_TWC.pdf"
"TVVISION","TV Vision Limited","General Updates","TV Vision Limited has informed the Exchange about General Updates","30-Dec-2025 15:09:38","2025-12-30 15:09:38","30-Dec-2025 15:09:39","00:00:01","https://nsearchives.nseindia.com/corporate/TVVISION_30122025150228_Intimation_of_copy_of_Petition_filed_TV_Vision.pdf"
"DEEPAKFERT","Deepak Fertilizers and Petrochemicals Corporation Limited","Copy of Newspaper Publication","Deepak Fertilizers And Petrochemicals Corporation Limited has informed the Exchange about Copy of Newspaper Publication","30-Dec-2025 15:08:19","2025-12-30 15:08:19","30-Dec-2025 15:08:20","00:00:01","https://nsearchives.nseindia.com/corporate/DEEPAKFERT_30122025150802_IntimationNewspaperPublication.pdf"
"JAGRAN","Jagran Prakashan Limited","General Updates","Jagran Prakashan Limited has informed the Exchange regarding Disclosure under Regulation 30 of SEBI (LODR), 2015.","30-Dec-2025 15:08:16","2025-12-30 15:08:16","30-Dec-2025 15:08:17","00:00:01","https://nsearchives.nseindia.com/corporate/JAGRAN_30122025150748_JPLREGULATION30DISCLOSURE30122025.pdf"
"RTNINDIA","RattanIndia Enterprises Limited","Trading Window","RattanIndia Enterprises Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 15:06:09","2025-12-30 15:06:09","30-Dec-2025 15:06:09","00:00:00","https://nsearchives.nseindia.com/corporate/RTNINDIA_30122025150437_RELTWC3112.pdf"
"GLOBE","GLOBE ENTERPRISES (INDIA) LIMITED","Updates","GLOBE ENTERPRISES (INDIA) LIMITED has informed the Exchange regarding 'Disclosure under Regulation 7(2) read with Regulation 6(2) of SEBI (Prohibition of Insider Trading) Regulations, 2015'.","30-Dec-2025 15:03:38","2025-12-30 15:03:38","30-Dec-2025 15:03:38","00:00:00","https://nsearchives.nseindia.com/corporate/GLOBE_30122025150313_291225Reg7BhavinParikhsigned.pdf"
"UNIPARTS","Uniparts India Limited","Trading Window","Uniparts India Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 14:59:39","2025-12-30 14:59:39","30-Dec-2025 14:59:40","00:00:01","https://nsearchives.nseindia.com/corporate/Earth_2018_30122025145929_Q325Trading_windowclosureUniparts.pdf"
"BLKASHYAP","B. L. Kashyap and Sons Limited","Bagging/Receiving of orders/contracts","B. L. Kashyap and Sons Limited has informed the Exchange about Bagging/Receiving of orders/contracts worth Rs. 364.07 crores","30-Dec-2025 14:58:33","2025-12-30 14:58:33","30-Dec-2025 14:58:34","00:00:01","https://nsearchives.nseindia.com/corporate/BLKASHYAP_30122025145820_BLK_Award.pdf"
"MEP","MEP Infrastructure Developers Limited","Corporate Insolvency Resolution Process","MEP Infrastructure Developers Limited has informed the Exchange about Corporate Insolvency Resolution Process","30-Dec-2025 14:56:36","2025-12-30 14:56:36","30-Dec-2025 14:56:38","00:00:02","https://nsearchives.nseindia.com/corporate/MEP_30122025145619_PostFactoIntimationof20thCOCon_29Dec2025.pdf"
"NUVOCO","Nuvoco Vistas Corporation Limited","Trading Window","Nuvoco Vistas Corporation Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 14:54:07","2025-12-30 14:54:07","30-Dec-2025 14:54:08","00:00:01","https://nsearchives.nseindia.com/corporate/NUVOCO_30122025145355_SEIntimation.pdf"
"SUNDRMFAST","Sundram Fasteners Limited","Trading Window","Sundram Fasteners Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 14:53:18","2025-12-30 14:53:18","30-Dec-2025 14:53:19","00:00:01","https://nsearchives.nseindia.com/corporate/SUNDRMFAST_30122025145313_SFLSELetterTWCNotice30122025.pdf"
"JAMNAAUTO","Jamna Auto Industries Limited","Shareholders meeting","Jamna Auto Industries Limited has submitted the Exchange a copy Srutinizers report of  Postal Ballot","30-Dec-2025 14:52:48","2025-12-30 14:52:48","30-Dec-2025 14:52:49","00:00:01","https://nsearchives.nseindia.com/corporate/JAMNAAUTO_30122025145153_Intimation_of_Voting_Results.pdf"
"PRABHA","Prabha Energy Limited","Shareholders meeting","Prabha Energy Limited has informed the Exchange regarding Notice of Postal Ballot","30-Dec-2025 14:50:47","2025-12-30 14:50:47","30-Dec-2025 14:50:48","00:00:01","https://nsearchives.nseindia.com/corporate/PRABHAENR_30122025145037_Intimation.pdf"
"RHL","Robust Hotels Limited","Trading Window","Robust Hotels Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 14:49:04","2025-12-30 14:49:04","30-Dec-2025 14:49:04","00:00:00","https://nsearchives.nseindia.com/corporate/ROBUSTHOTELS_30122025144852_RHLNoticeclosuretradingsigneddec2025.pdf"
"APEX","Apex Frozen Foods Limited","Trading Window","Apex Frozen Foods Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 14:47:37","2025-12-30 14:47:37","30-Dec-2025 14:47:38","00:00:01","https://nsearchives.nseindia.com/corporate/APEX_30122025144710_Closure_of_trading_window__3_.pdf"
"GTPL","GTPL Hathway Limited","Trading Window","GTPL Hathway Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 14:46:51","2025-12-30 14:46:51","30-Dec-2025 14:46:52","00:00:01","https://nsearchives.nseindia.com/corporate/GTPLHL_30122025144635_Closure_of_Trading_Window.pdf"
"SANDESH","The Sandesh Limited","Trading Window","The Sandesh Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 14:46:51","2025-12-30 14:46:51","30-Dec-2025 14:46:52","00:00:01","https://nsearchives.nseindia.com/corporate/SANDESH_1_30122025144642_Final__SE_Closure_of_Trading_Window.pdf"
"SHRIRAMFIN","Shriram Finance Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Shriram Finance Limited has informed the Exchange about Transcript and Link of Recording","30-Dec-2025 14:45:49","2025-12-30 14:45:49","30-Dec-2025 14:45:50","00:00:01","https://nsearchives.nseindia.com/corporate/Mathew_30122025144541_BSENSE_Audio_link_Conference.pdf"
"DEEDEV","DEE Development Engineers Limited","Trading Window","DEE Development Engineers Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 14:44:20","2025-12-30 14:44:20","30-Dec-2025 14:44:21","00:00:01","https://nsearchives.nseindia.com/corporate/DDEL_30122025144243_BSENSESIGNED.pdf"
"TEAMLEASE","Teamlease Services Limited","Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company","TeamLease - Disclosure under Regulation 30 read with Part A of Schedule III of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015","30-Dec-2025 14:43:52","2025-12-30 14:43:52","30-Dec-2025 14:43:52","00:00:00","https://nsearchives.nseindia.com/corporate/TEAMLEASE_30122025143819_TeamLeaseIntimationonDemandOrder29122025.pdf"
"LATTEYS","Latteys Industries Limited","Trading Window","Latteys Industries Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 14:43:40","2025-12-30 14:43:40","30-Dec-2025 14:43:41","00:00:01","https://nsearchives.nseindia.com/corporate/LATTEYS_30122025144258_TradingWindowDec25.pdf"
"POCL","Pondy Oxides & Chemicals Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Pondy Oxides & Chemicals Limited has informed the Exchange about Schedule of meet","30-Dec-2025 14:40:43","2025-12-30 14:40:43","30-Dec-2025 14:40:44","00:00:01","https://nsearchives.nseindia.com/corporate/POCL_30122025144032_InvestorMeetPOCL30122025sd.pdf"
"ADFFOODS","ADF Foods Limited","Trading Window","ADF Foods Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 14:37:36","2025-12-30 14:37:36","30-Dec-2025 14:37:38","00:00:02","https://nsearchives.nseindia.com/corporate/ADFFOODS1_30122025143702_ADFClosureofTradingWindow30122025.pdf"
"PTCIL","PTC Industries Limited","Trading Window","Ptc Industries Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","30-Dec-2025 14:36:58","2025-12-30 14:36:58","30-Dec-2025 14:36:59","00:00:01","https://nsearchives.nseindia.com/corporate/PTCINDUSTRIES_30122025143649_Q3FY26_closure_of_trading_window_Exchange.pdf"
"UNIVASTU","Univastu India Limited","Bagging/Receiving of orders/contracts","Univastu India Limited has informed the Exchange about Bagging/Receiving of orders/contracts","30-Dec-2025 14:36:31","2025-12-30 14:36:31","30-Dec-2025 14:36:33","00:00:02","https://nsearchives.nseindia.com/corporate/UNIVASTU_30122025143608_Work_Order_Meghalay_R1.pdf"
"VISHNU","Vishnu Chemicals Limited","General Updates","Vishnu Chemicals Limited has informed the Exchange about Outcome of Circular Resolution dated December 30, 2025 & Cut-off date for dispatch of Postal Ballot Notice and reckoning of E-voting rights","30-Dec-2025 14:36:06","2025-12-30 14:36:06","30-Dec-2025 14:36:07","00:00:01","https://nsearchives.nseindia.com/corporate/VISHNU_30122025143547_Outcome_Dates_and_Postal_Ballot_clean_signed_2.pdf"
