SYMBOL,,FinInstrmId,bse_code,nse_symbol,,
,""".NS"",",540829,,,540829,"""540829"","
,""".NS"",",540850,,,540850,"""540850"","
,""".NS"",",540874,,,540874,"""540874"","
,""".NS"",",540879,,,,""""","
,""".NS"",",540900,,,,""""","
,""".NS"",",540901,,,,""""","
,""".NS"",",540902,,,,""""","
,""".NS"",",540903,,,540903,"""540903"","
,""".NS"",",540904,,,540904,"""540904"","
,""".NS"",",540914,,,540914,"""540914"","
,""".NS"",",540923,,,,""""","
,""".NS"",",540935,,,,""""","
,""".NS"",",540936,,,540936,"""540936"","
,""".NS"",",540937,,,,""""","
,""".NS"",",540938,,,540938,"""540938"","
,""".NS"",",540952,,,,""""","
,""".NS"",",540953,,,540953,"""540953"","
,""".NS"",",540954,,,540954,"""540954"","
,""".NS"",",540955,,,540955,"""540955"","
,""".NS"",",540956,,,540956,"""540956"","
,""".NS"",",540961,,,,""""","
,""".NS"",",540975,,,,""""","
,""".NS"",",540980,,,540980,"""540980"","
,""".NS"",",541005,,,541005,"""541005"","
,""".NS"",",541019,,,,""""","
,""".NS"",",541083,,,541083,"""541083"","
,""".NS"",",541096,,,541096,"""541096"","
,""".NS"",",541097,,,541097,"""541097"","
,""".NS"",",541143,,,,""""","
,""".NS"",",541144,,,541144,"""541144"","
,""".NS"",",541152,,,,""""","
,""".NS"",",541153,,,,""""","
,""".NS"",",541154,,,,""""","
,""".NS"",",541161,,,,""""","
,""".NS"",",541163,,,,""""","
,""".NS"",",541167,,,,""""","
,""".NS"",",541195,,,,""""","
,""".NS"",",541206,,,,""""","
,""".NS"",",541228,,,541228,"""541228"","
,""".NS"",",541233,,,,""""","
,""".NS"",",541269,,,,""""","
,""".NS"",",541276,,,,""""","
,""".NS"",",541301,,,,""""","
,""".NS"",",541302,,,,""""","
,""".NS"",",541303,,,,""""","
,""".NS"",",541304,,,,""""","
,""".NS"",",541313,,,541313,"""541313"","
,""".NS"",",541336,,,,""""","
,""".NS"",",541337,,,541337,"""541337"","
,""".NS"",",541338,,,541338,"""541338"","
,""".NS"",",541347,,,541347,"""541347"","
,""".NS"",",541352,,,,""""","
,""".NS"",",541353,,,541353,"""541353"","
,""".NS"",",541358,,,541358,"""541358"","
,""".NS"",",541400,,,,""""","
,""".NS"",",541402,,,,""""","
,""".NS"",",541403,,,,""""","
,""".NS"",",541444,,,541444,"""541444"","
,""".NS"",",541445,,,541445,"""541445"","
,""".NS"",",541450,,,,""""","
,""".NS"",",541503,,,541503,"""541503"","
,""".NS"",",541540,,,,""""","
,""".NS"",",541546,,,,""""","
,""".NS"",",541556,,,,""""","
,""".NS"",",541557,,,,""""","
,""".NS"",",541578,,,,""""","
,""".NS"",",541601,,,541601,"""541601"","
,""".NS"",",541627,,,541627,"""541627"","
,""".NS"",",541634,,,541634,"""541634"","
,""".NS"",",541701,,,541701,"""541701"","
,""".NS"",",541702,,,541702,"""541702"","
,""".NS"",",541703,,,541703,"""541703"","
,""".NS"",",541729,,,,""""","
,""".NS"",",541735,,,541735,"""541735"","
,""".NS"",",541741,,,541741,"""541741"","
,""".NS"",",541770,,,,""""","
,""".NS"",",541771,,,541771,"""541771"","
,""".NS"",",541778,,,541778,"""541778"","
,""".NS"",",541799,,,541799,"""541799"","
,""".NS"",",541809,,,541809,"""541809"","
,""".NS"",",541865,,,541865,"""541865"","
,""".NS"",",541890,,,541890,"""541890"","
,""".NS"",",541929,,,,""""","
,""".NS"",",541945,,,541945,"""541945"","
,""".NS"",",541946,,,541946,"""541946"","
,""".NS"",",541956,,,,""""","
,""".NS"",",541967,,,,""""","
,""".NS"",",541972,,,541972,"""541972"","
,""".NS"",",541974,,,,""""","
,""".NS"",",541988,,,,""""","
,""".NS"",",542011,,,,""""","
,""".NS"",",542012,,,542012,"""542012"","
,""".NS"",",542013,,,542013,"""542013"","
,""".NS"",",542019,,,542019,"""542019"","
,""".NS"",",542020,,,,""""","
,""".NS"",",542025,,,542025,"""542025"","
,""".NS"",",542034,,,542034,"""542034"","
,""".NS"",",542046,,,542046,"""542046"","
,""".NS"",",542057,,,542057,"""542057"","
,""".NS"",",542066,,,,""""","
,""".NS"",",542123,,,542123,"""542123"","
,""".NS"",",542131,,,542131,"""542131"","
,""".NS"",",542141,,,,""""","
,""".NS"",",542145,,,542145,"""542145"","
,""".NS"",",542155,,,542155,"""542155"","
,""".NS"",",542176,,,542176,"""542176"","
,""".NS"",",542206,,,542206,"""542206"","
,""".NS"",",542216,,,,""""","
,""".NS"",",542230,,,542230,"""542230"","
,""".NS"",",542231,,,,""""","
,""".NS"",",542232,,,,""""","
,""".NS"",",542233,,,,""""","
,""".NS"",",542248,,,542248,"""542248"","
,""".NS"",",542285,,,,""""","
,""".NS"",",542323,,,,""""","
,""".NS"",",542333,,,,""""","
,""".NS"",",542337,,,,""""","
,""".NS"",",542351,,,,""""","
,""".NS"",",542367,,,,""""","
,""".NS"",",542376,,,542376,"""542376"","
,""".NS"",",542383,,,,""""","
,""".NS"",",542399,,,,""""","
,""".NS"",",542437,,,,""""","
,""".NS"",",542446,,,542446,"""542446"","
,""".NS"",",542459,,,542459,"""542459"","
,""".NS"",",542460,,,,""""","
,""".NS"",",542484,,,,""""","
,""".NS"",",542513,,,542513,"""542513"","
,""".NS"",",542524,,,542524,"""542524"","
,""".NS"",",542543,,,542543,"""542543"","
,""".NS"",",542579,,,542579,"""542579"","
,""".NS"",",542580,,,,""""","
,""".NS"",",542597,,,,""""","
,""".NS"",",542602,,,542602,"""542602"","
,""".NS"",",542627,,,542627,"""542627"","
,""".NS"",",542628,,,542628,"""542628"","
,""".NS"",",542649,,,,""""","
,""".NS"",",542650,,,,""""","
,""".NS"",",542651,,,,""""","
,""".NS"",",542652,,,,""""","
,""".NS"",",542654,,,542654,"""542654"","
,""".NS"",",542655,,,,""""","
,""".NS"",",542665,,,,""""","
,""".NS"",",542666,,,542666,"""542666"","
,""".NS"",",542667,,,542667,"""542667"","
,""".NS"",",542668,,,542668,"""542668"","
,""".NS"",",542669,,,542669,"""542669"","
,""".NS"",",542670,,,542670,"""542670"","
,""".NS"",",542678,,,542678,"""542678"","
,""".NS"",",542679,,,542679,"""542679"","
,""".NS"",",542682,,,542682,"""542682"","
,""".NS"",",542684,,,,""""","
,""".NS"",",542685,,,,""""","
,""".NS"",",542694,,,542694,"""542694"","
,""".NS"",",542721,,,542721,"""542721"","
,""".NS"",",542724,,,542724,"""542724"","
,""".NS"",",542725,,,,""""","
,""".NS"",",542726,,,,""""","
,""".NS"",",542727,,,542727,"""542727"","
,""".NS"",",542729,,,,""""","
,""".NS"",",542730,,,542730,"""542730"","
,""".NS"",",542747,,,542747,"""542747"","
,""".NS"",",542752,,,,""""","
,""".NS"",",542753,,,542753,"""542753"","
,""".NS"",",542758,,,542758,"""542758"","
,""".NS"",",542759,,,,""""","
,""".NS"",",542760,,,,""""","
,""".NS"",",542770,,,542770,"""542770"","
,""".NS"",",542772,,,,""""","
,""".NS"",",542773,,,,""""","
,""".NS"",",542774,,,,""""","
,""".NS"",",542802,,,542802,"""542802"","
,""".NS"",",542803,,,542803,"""542803"","
,""".NS"",",542804,,,542804,"""542804"","
,""".NS"",",542808,,,542808,"""542808"","
,""".NS"",",542810,,,542810,"""542810"","
,""".NS"",",542812,,,,""""","
,""".NS"",",542817,,,542817,"""542817"","
,""".NS"",",542830,,,,""""","
,""".NS"",",542837,,,542837,"""542837"","
,""".NS"",",542839,,,542839,"""542839"","
,""".NS"",",542841,,,542841,"""542841"","
,""".NS"",",542842,,,542842,"""542842"","
,""".NS"",",542843,,,542843,"""542843"","
,""".NS"",",542844,,,542844,"""542844"","
,""".NS"",",542845,,,542845,"""542845"","
,""".NS"",",542846,,,542846,"""542846"","
,""".NS"",",542847,,,542847,"""542847"","
,""".NS"",",542848,,,542848,"""542848"","
,""".NS"",",542850,,,542850,"""542850"","
,""".NS"",",542851,,,,""""","
,""".NS"",",542852,,,,""""","
,""".NS"",",542857,,,,""""","
,""".NS"",",542862,,,542862,"""542862"","
,""".NS"",",542863,,,542863,"""542863"","
,""".NS"",",542865,,,542865,"""542865"","
,""".NS"",",542866,,,542866,"""542866"","
,""".NS"",",542867,,,,""""","
,""".NS"",",542904,,,,""""","
,""".NS"",",542905,,,,""""","
,""".NS"",",542906,,,542906,"""542906"","
,""".NS"",",542907,,,,""""","
,""".NS"",",542909,,,542909,"""542909"","
,""".NS"",",542910,,,542910,"""542910"","
,""".NS"",",542911,,,542911,"""542911"","
,""".NS"",",542918,,,542918,"""542918"","
,""".NS"",",542919,,,,""""","
,""".NS"",",542920,,,,""""","
,""".NS"",",542921,,,542921,"""542921"","
,""".NS"",",542922,,,542922,"""542922"","
,""".NS"",",542923,,,542923,"""542923"","
,""".NS"",",542924,,,542924,"""542924"","
,""".NS"",",542933,,,,""""","
,""".NS"",",542938,,,542938,"""542938"","
,""".NS"",",543064,,,,""""","
,""".NS"",",543065,,,543065,"""543065"","
,""".NS"",",543066,,,,""""","
,""".NS"",",543071,,,543071,"""543071"","
,""".NS"",",543079,,,543079,"""543079"","
,""".NS"",",543087,,,543087,"""543087"","
,""".NS"",",543092,,,543092,"""543092"","
,""".NS"",",543099,,,543099,"""543099"","
,""".NS"",",543100,,,543100,"""543100"","
,""".NS"",",543108,,,543108,"""543108"","
,""".NS"",",543110,,,543110,"""543110"","
,""".NS"",",543144,,,543144,"""543144"","
,""".NS"",",543150,,,543150,"""543150"","
,""".NS"",",543154,,,543154,"""543154"","
,""".NS"",",543161,,,543161,"""543161"","
,""".NS"",",543165,,,543165,"""543165"","
,""".NS"",",543167,,,543167,"""543167"","
,""".NS"",",543171,,,543171,"""543171"","
,""".NS"",",543173,,,543173,"""543173"","
,""".NS"",",543174,,,543174,"""543174"","
,""".NS"",",543175,,,543175,"""543175"","
,""".NS"",",543176,,,543176,"""543176"","
,""".NS"",",543177,,,543177,"""543177"","
,""".NS"",",543181,,,543181,"""543181"","
,""".NS"",",543182,,,543182,"""543182"","
,""".NS"",",543186,,,543186,"""543186"","
,""".NS"",",543187,,,,""""","
,""".NS"",",543193,,,,""""","
,""".NS"",",543207,,,543207,"""543207"","
,""".NS"",",543208,,,543208,"""543208"","
,""".NS"",",543210,,,,""""","
,""".NS"",",543211,,,543211,"""543211"","
,""".NS"",",543212,,,,""""","
,""".NS"",",543213,,,,""""","
,""".NS"",",543214,,,,""""","
,""".NS"",",543215,,,543215,"""543215"","
,""".NS"",",543216,,,543216,"""543216"","
,""".NS"",",543217,,,543217,"""543217"","
,""".NS"",",543218,,,,""""","
,""".NS"",",543219,,,543219,"""543219"","
,""".NS"",",543220,,,,""""","
,""".NS"",",543221,,,543221,"""543221"","
,""".NS"",",543223,,,,""""","
,""".NS"",",543224,,,543224,"""543224"","
,""".NS"",",543225,,,543225,"""543225"","
,""".NS"",",543226,,,543226,"""543226"","
,""".NS"",",543227,,,,""""","
,""".NS"",",543228,,,,""""","
,""".NS"",",543229,,,543229,"""543229"","
,""".NS"",",543230,,,543230,"""543230"","
,""".NS"",",543231,,,,""""","
,""".NS"",",543232,,,,""""","
,""".NS"",",543233,,,,""""","
,""".NS"",",543235,,,,""""","
,""".NS"",",543236,,,,""""","
,""".NS"",",543237,,,,""""","
,""".NS"",",543238,,,,""""","
,""".NS"",",543239,,,543239,"""543239"","
,""".NS"",",543240,,,,""""","
,""".NS"",",543242,,,,""""","
,""".NS"",",543243,,,,""""","
,""".NS"",",543244,,,543244,"""543244"","
,""".NS"",",543245,,,,""""","
,""".NS"",",543248,,,,""""","
,""".NS"",",543249,,,,""""","
,""".NS"",",543250,,,543250,"""543250"","
,""".NS"",",543251,,,,""""","
,""".NS"",",543252,,,,""""","
,""".NS"",",543253,,,,""""","
,""".NS"",",543254,,,,""""","
,""".NS"",",543255,,,543255,"""543255"","
,""".NS"",",543256,,,543256,"""543256"","
,""".NS"",",543257,,,,""""","
,""".NS"",",543258,,,,""""","
,""".NS"",",543259,,,,""""","
,""".NS"",",543260,,,,""""","
,""".NS"",",543261,,,543261,"""543261"","
,""".NS"",",543262,,,543262,"""543262"","
,""".NS"",",543263,,,,""""","
,""".NS"",",543264,,,,""""","
,""".NS"",",543265,,,,""""","
,""".NS"",",543266,,,,""""","
,""".NS"",",543267,,,,""""","
,""".NS"",",543268,,,,""""","
,""".NS"",",543270,,,,""""","
,""".NS"",",543271,,,,""""","
,""".NS"",",543272,,,,""""","
,""".NS"",",543273,,,,""""","
,""".NS"",",543274,,,543274,"""543274"","
,""".NS"",",543275,,,,""""","
,""".NS"",",543276,,,,""""","
,""".NS"",",543277,,,,""""","
,""".NS"",",543278,,,,""""","
,""".NS"",",543279,,,,""""","
,""".NS"",",543280,,,,""""","
,""".NS"",",543281,,,,""""","
,""".NS"",",543283,,,,""""","
,""".NS"",",543284,,,543284,"""543284"","
,""".NS"",",543285,,,543285,"""543285"","
,""".NS"",",543287,,,,""""","
,""".NS"",",543288,,,,""""","
,""".NS"",",543290,,,543290,"""543290"","
,""".NS"",",543291,,,543291,"""543291"","
,""".NS"",",543292,,,543292,"""543292"","
,""".NS"",",543297,,,,""""","
,""".NS"",",543298,,,,""""","
,""".NS"",",543299,,,,""""","
,""".NS"",",543300,,,,""""","
,""".NS"",",543305,,,543305,"""543305"","
,""".NS"",",543306,,,,""""","
,""".NS"",",543308,,,,""""","
,""".NS"",",543310,,,543310,"""543310"","
,""".NS"",",543311,,,,""""","
,""".NS"",",543317,,,,""""","
,""".NS"",",543318,,,,""""","
,""".NS"",",543319,,,543319,"""543319"","
,""".NS"",",543320,,,,""""","
,""".NS"",",543321,,,,""""","
,""".NS"",",543322,,,,""""","
,""".NS"",",543323,,,543323,"""543323"","
,""".NS"",",543324,,,543324,"""543324"","
,""".NS"",",543325,,,,""""","
,""".NS"",",543326,,,543326,"""543326"","
,""".NS"",",543327,,,,""""","
,""".NS"",",543328,,,,""""","
,""".NS"",",543329,,,,""""","
,""".NS"",",543330,,,,""""","
,""".NS"",",543331,,,,""""","
,""".NS"",",543332,,,,""""","
,""".NS"",",543333,,,,""""","
,""".NS"",",543334,,,,""""","
,""".NS"",",543335,,,,""""","
,""".NS"",",543336,,,,""""","
,""".NS"",",543341,,,543341,"""543341"","
,""".NS"",",543346,,,543346,"""543346"","
,""".NS"",",543347,,,543347,"""543347"","
,""".NS"",",543349,,,,""""","
,""".NS"",",543350,,,,""""","
,""".NS"",",543352,,,543352,"""543352"","
,""".NS"",",543357,,,543357,"""543357"","
,""".NS"",",543358,,,,""""","
,""".NS"",",543363,,,543363,"""543363"","
,""".NS"",",543364,,,543364,"""543364"","
,""".NS"",",543365,,,543365,"""543365"","
,""".NS"",",543367,,,,""""","
,""".NS"",",543372,,,543372,"""543372"","
,""".NS"",",543373,,,543373,"""543373"","
,""".NS"",",543374,,,,""""","
,""".NS"",",543375,,,543375,"""543375"","
,""".NS"",",543376,,,543376,"""543376"","
,""".NS"",",543378,,,543378,"""543378"","
,""".NS"",",543383,,,543383,"""543383"","
,""".NS"",",543384,,,,""""","
,""".NS"",",543385,,,543385,"""543385"","
,""".NS"",",543386,,,,""""","
,""".NS"",",543387,,,,""""","
,""".NS"",",543388,,,543388,"""543388"","
,""".NS"",",543389,,,,""""","
,""".NS"",",543390,,,,""""","
,""".NS"",",543391,,,543391,"""543391"","
,""".NS"",",543396,,,,""""","
,""".NS"",",543397,,,,""""","
,""".NS"",",543398,,,,""""","
,""".NS"",",543399,,,,""""","
,""".NS"",",543400,,,543400,"""543400"","
,""".NS"",",543401,,,,""""","
,""".NS"",",543410,,,543410,"""543410"","
,""".NS"",",543411,,,,""""","
,""".NS"",",543412,,,,""""","
,""".NS"",",543413,,,,""""","
,""".NS"",",543414,,,543414,"""543414"","
,""".NS"",",543415,,,,""""","
,""".NS"",",543416,,,,""""","
,""".NS"",",543417,,,,""""","
,""".NS"",",543418,,,543418,"""543418"","
,""".NS"",",543419,,,,""""","
,""".NS"",",543420,,,,""""","
,""".NS"",",543425,,,,""""","
,""".NS"",",543426,,,,""""","
,""".NS"",",543427,,,,""""","
,""".NS"",",543428,,,,""""","
,""".NS"",",543433,,,,""""","
,""".NS"",",543434,,,,""""","
,""".NS"",",543435,,,543435,"""543435"","
,""".NS"",",543437,,,543437,"""543437"","
,""".NS"",",543438,,,543438,"""543438"","
,""".NS"",",543439,,,543439,"""543439"","
,""".NS"",",543440,,,543440,"""543440"","
,""".NS"",",543441,,,,""""","
,""".NS"",",543442,,,,""""","
,""".NS"",",543445,,,543445,"""543445"","
,""".NS"",",543449,,,,""""","
,""".NS"",",543450,,,543450,"""543450"","
,""".NS"",",543451,,,,""""","
,""".NS"",",543452,,,543452,"""543452"","
,""".NS"",",543453,,,543453,"""543453"","
,""".NS"",",543454,,,543454,"""543454"","
,""".NS"",",543458,,,,""""","
,""".NS"",",543461,,,543461,"""543461"","
,""".NS"",",543462,,,,""""","
,""".NS"",",543463,,,,""""","
,""".NS"",",543464,,,543464,"""543464"","
,""".NS"",",543465,,,543465,"""543465"","
,""".NS"",",543471,,,543471,"""543471"","
,""".NS"",",543472,,,543472,"""543472"","
,""".NS"",",543473,,,543473,"""543473"","
,""".NS"",",543474,,,543474,"""543474"","
,""".NS"",",543475,,,543475,"""543475"","
,""".NS"",",543481,,,543481,"""543481"","
,""".NS"",",543482,,,,""""","
,""".NS"",",543489,,,,""""","
,""".NS"",",543490,,,,""""","
,""".NS"",",543497,,,543497,"""543497"","
,""".NS"",",543498,,,,""""","
,""".NS"",",543499,,,543499,"""543499"","
,""".NS"",",543500,,,543500,"""543500"","
,""".NS"",",543501,,,543501,"""543501"","
,""".NS"",",543512,,,,""""","
,""".NS"",",543513,,,,""""","
,""".NS"",",543514,,,,""""","
,""".NS"",",543515,,,543515,"""543515"","
,""".NS"",",543516,,,543516,"""543516"","
,""".NS"",",543517,,,,""""","
,""".NS"",",543518,,,543518,"""543518"","
,""".NS"",",543520,,,543520,"""543520"","
,""".NS"",",543523,,,,""""","
,""".NS"",",543524,,,,""""","
,""".NS"",",543525,,,,""""","
,""".NS"",",543526,,,,""""","
,""".NS"",",543527,,,,""""","
,""".NS"",",543528,,,,""""","
,""".NS"",",543529,,,,""""","
,""".NS"",",543530,,,,""""","
,""".NS"",",543531,,,543531,"""543531"","
,""".NS"",",543532,,,,""""","
,""".NS"",",543533,,,,""""","
,""".NS"",",543534,,,,""""","
,""".NS"",",543535,,,,""""","
,""".NS"",",543538,,,543538,"""543538"","
,""".NS"",",543539,,,543539,"""543539"","
,""".NS"",",543540,,,543540,"""543540"","
,""".NS"",",543541,,,543541,"""543541"","
,""".NS"",",543542,,,543542,"""543542"","
,""".NS"",",543544,,,543544,"""543544"","
,""".NS"",",543545,,,543545,"""543545"","
,""".NS"",",543546,,,543546,"""543546"","
,""".NS"",",543547,,,,""""","
,""".NS"",",543563,,,543563,"""543563"","
,""".NS"",",543568,,,543568,"""543568"","
,""".NS"",",543569,,,543569,"""543569"","
,""".NS"",",543570,,,543570,"""543570"","
,""".NS"",",543571,,,543571,"""543571"","
,""".NS"",",543572,,,543572,"""543572"","
,""".NS"",",543573,,,,""""","
,""".NS"",",543574,,,543574,"""543574"","
,""".NS"",",543575,,,543575,"""543575"","
,""".NS"",",543576,,,543576,"""543576"","
,""".NS"",",543577,,,543577,"""543577"","
,""".NS"",",543578,,,543578,"""543578"","
,""".NS"",",543579,,,543579,"""543579"","
,""".NS"",",543590,,,543590,"""543590"","
,""".NS"",",543591,,,,""""","
,""".NS"",",543592,,,543592,"""543592"","
,""".NS"",",543593,,,,""""","
,""".NS"",",543594,,,543594,"""543594"","
,""".NS"",",543595,,,543595,"""543595"","
,""".NS"",",543596,,,,""""","
,""".NS"",",543597,,,543597,"""543597"","
,""".NS"",",543598,,,543598,"""543598"","
,""".NS"",",543599,,,,""""","
,""".NS"",",543600,,,,""""","
,""".NS"",",543605,,,543605,"""543605"","
,""".NS"",",543606,,,543606,"""543606"","
,""".NS"",",543607,,,543607,"""543607"","
,""".NS"",",543608,,,543608,"""543608"","
,""".NS"",",543613,,,543613,"""543613"","
,""".NS"",",543614,,,,""""","
,""".NS"",",543615,,,543615,"""543615"","
,""".NS"",",543616,,,543616,"""543616"","
,""".NS"",",543617,,,543617,"""543617"","
,""".NS"",",543619,,,543619,"""543619"","
,""".NS"",",543620,,,543620,"""543620"","
,""".NS"",",543621,,,543621,"""543621"","
,""".NS"",",543622,,,543622,"""543622"","
,""".NS"",",543623,,,543623,"""543623"","
,""".NS"",",543625,,,543625,"""543625"","
,""".NS"",",543626,,,,""""","
,""".NS"",",543627,,,543627,"""543627"","
,""".NS"",",543628,,,543628,"""543628"","
,""".NS"",",543635,,,,""""","
,""".NS"",",543636,,,,""""","
,""".NS"",",543637,,,543637,"""543637"","
,""".NS"",",543638,,,,""""","
,""".NS"",",543643,,,,""""","
,""".NS"",",543644,,,,""""","
,""".NS"",",543645,,,,""""","
,""".NS"",",543650,,,,""""","
,""".NS"",",543651,,,543651,"""543651"","
,""".NS"",",543652,,,,""""","
,""".NS"",",543653,,,,""""","
,""".NS"",",543654,,,,""""","
,""".NS"",",543655,,,543655,"""543655"","
,""".NS"",",543656,,,543656,"""543656"","
,""".NS"",",543657,,,,""""","
,""".NS"",",543663,,,,""""","
,""".NS"",",543664,,,,""""","
,""".NS"",",543665,,,543665,"""543665"","
,""".NS"",",543666,,,543666,"""543666"","
,""".NS"",",543667,,,,""""","
,""".NS"",",543668,,,,""""","
,""".NS"",",543669,,,,""""","
,""".NS"",",543670,,,,""""","
,""".NS"",",543671,,,,""""","
,""".NS"",",543677,,,543677,"""543677"","
,""".NS"",",543678,,,543678,"""543678"","
,""".NS"",",543686,,,,""""","
,""".NS"",",543687,,,,""""","
,""".NS"",",543688,,,,""""","
,""".NS"",",543689,,,,""""","
,""".NS"",",543709,,,543709,"""543709"","
,""".NS"",",543710,,,543710,"""543710"","
,""".NS"",",543711,,,,""""","
,""".NS"",",543712,,,,""""","
,""".NS"",",543713,,,543713,"""543713"","
,""".NS"",",543714,,,,""""","
,""".NS"",",543715,,,,""""","
,""".NS"",",543720,,,,""""","
,""".NS"",",543725,,,,""""","
,""".NS"",",543732,,,,""""","
,""".NS"",",543737,,,543737,"""543737"","
,""".NS"",",543738,,,543738,"""543738"","
,""".NS"",",543743,,,,""""","
,""".NS"",",543745,,,543745,"""543745"","
,""".NS"",",543746,,,543746,"""543746"","
,""".NS"",",543747,,,,""""","
,""".NS"",",543748,,,,""""","
,""".NS"",",543765,,,543765,"""543765"","
,""".NS"",",543766,,,543766,"""543766"","
,""".NS"",",543767,,,,""""","
,""".NS"",",543768,,,,""""","
,""".NS"",",543769,,,543769,"""543769"","
,""".NS"",",543774,,,543774,"""543774"","
,""".NS"",",543775,,,543775,"""543775"","
,""".NS"",",543776,,,543776,"""543776"","
,""".NS"",",543781,,,543781,"""543781"","
,""".NS"",",543782,,,543782,"""543782"","
,""".NS"",",543787,,,543787,"""543787"","
,""".NS"",",543798,,,543798,"""543798"","
,""".NS"",",543799,,,543799,"""543799"","
,""".NS"",",543805,,,543805,"""543805"","
,""".NS"",",543806,,,543806,"""543806"","
,""".NS"",",543811,,,,""""","
,""".NS"",",543812,,,,""""","
,""".NS"",",543813,,,543813,"""543813"","
,""".NS"",",543814,,,543814,"""543814"","
,""".NS"",",543819,,,543819,"""543819"","
,""".NS"",",543828,,,543828,"""543828"","
,""".NS"",",543829,,,,""""","
,""".NS"",",543830,,,543830,"""543830"","
,""".NS"",",543831,,,543831,"""543831"","
,""".NS"",",543848,,,543848,"""543848"","
,""".NS"",",543860,,,543860,"""543860"","
,""".NS"",",543861,,,,""""","
,""".NS"",",543874,,,543874,"""543874"","
,""".NS"",",543895,,,543895,"""543895"","
,""".NS"",",543896,,,,""""","
,""".NS"",",543897,,,543897,"""543897"","
,""".NS"",",543898,,,,""""","
,""".NS"",",543900,,,543900,"""543900"","
,""".NS"",",543901,,,,""""","
,""".NS"",",543902,,,543902,"""543902"","
,""".NS"",",543903,,,543903,"""543903"","
,""".NS"",",543904,,,,""""","
,""".NS"",",543905,,,543905,"""543905"","
,""".NS"",",543910,,,,""""","
,""".NS"",",543911,,,,""""","
,""".NS"",",543912,,,,""""","
,""".NS"",",543913,,,543913,"""543913"","
,""".NS"",",543914,,,543914,"""543914"","
,""".NS"",",543915,,,,""""","
,""".NS"",",543916,,,543916,"""543916"","
,""".NS"",",543917,,,,""""","
,""".NS"",",543918,,,,""""","
,""".NS"",",543919,,,,""""","
,""".NS"",",543920,,,543920,"""543920"","
,""".NS"",",543921,,,543921,"""543921"","
,""".NS"",",543922,,,543922,"""543922"","
,""".NS"",",543923,,,,""""","
,""".NS"",",543924,,,543924,"""543924"","
,""".NS"",",543926,,,543926,"""543926"","
,""".NS"",",543927,,,543927,"""543927"","
,""".NS"",",543928,,,543928,"""543928"","
,""".NS"",",543929,,,,""""","
,""".NS"",",543930,,,,""""","
,""".NS"",",543931,,,543931,"""543931"","
,""".NS"",",543932,,,,""""","
,""".NS"",",543933,,,,""""","
,""".NS"",",543934,,,543934,"""543934"","
,""".NS"",",543935,,,543935,"""543935"","
,""".NS"",",543936,,,,""""","
,""".NS"",",543937,,,543937,"""543937"","
,""".NS"",",543938,,,543938,"""543938"","
,""".NS"",",543939,,,543939,"""543939"","
,""".NS"",",543940,,,,""""","
,""".NS"",",543941,,,543941,"""543941"","
,""".NS"",",543942,,,,""""","
,""".NS"",",543943,,,543943,"""543943"","
,""".NS"",",543944,,,543944,"""543944"","
,""".NS"",",543945,,,,""""","
,""".NS"",",543946,,,543946,"""543946"","
,""".NS"",",543947,,,543947,"""543947"","
,""".NS"",",543948,,,543948,"""543948"","
,""".NS"",",543949,,,543949,"""543949"","
,""".NS"",",543950,,,,""""","
,""".NS"",",543951,,,543951,"""543951"","
,""".NS"",",543952,,,,""""","
,""".NS"",",543953,,,543953,"""543953"","
,""".NS"",",543954,,,,""""","
,""".NS"",",543955,,,,""""","
,""".NS"",",543956,,,543956,"""543956"","
,""".NS"",",543957,,,,""""","
,""".NS"",",543958,,,,""""","
,""".NS"",",543959,,,,""""","
,""".NS"",",543960,,,,""""","
,""".NS"",",543962,,,,""""","
,""".NS"",",543963,,,543963,"""543963"","
,""".NS"",",543965,,,,""""","
,""".NS"",",543969,,,,""""","
,""".NS"",",543970,,,543970,"""543970"","
,""".NS"",",543971,,,543971,"""543971"","
,""".NS"",",543972,,,,""""","
,""".NS"",",543973,,,543973,"""543973"","
,""".NS"",",543974,,,,""""","
,""".NS"",",543975,,,543975,"""543975"","
,""".NS"",",543976,,,543976,"""543976"","
,""".NS"",",543977,,,,""""","
,""".NS"",",543978,,,,""""","
,""".NS"",",543979,,,543979,"""543979"","
,""".NS"",",543980,,,,""""","
,""".NS"",",543981,,,,""""","
,""".NS"",",543982,,,543982,"""543982"","
,""".NS"",",543983,,,,""""","
,""".NS"",",543984,,,,""""","
,""".NS"",",543985,,,,""""","
,""".NS"",",543986,,,,""""","
,""".NS"",",543988,,,,""""","
,""".NS"",",543989,,,,""""","
,""".NS"",",543990,,,,""""","
,""".NS"",",543991,,,543991,"""543991"","
,""".NS"",",543992,,,,""""","
,""".NS"",",543993,,,543993,"""543993"","
,""".NS"",",543994,,,,""""","
,""".NS"",",543995,,,,""""","
,""".NS"",",543996,,,,""""","
,""".NS"",",543997,,,543997,"""543997"","
,""".NS"",",543998,,,,""""","
,""".NS"",",543999,,,543999,"""543999"","
,""".NS"",",544000,,,544000,"""544000"","
,""".NS"",",544001,,,544001,"""544001"","
,""".NS"",",544002,,,544002,"""544002"","
,""".NS"",",544003,,,,""""","
,""".NS"",",544004,,,,""""","
,""".NS"",",544006,,,544006,"""544006"","
,""".NS"",",544007,,,544007,"""544007"","
